tweet_original_text,tweet_full_text,tweet_id,tweet_emotion,created_at
"#René #LaVice – Hollywood (feat. S.P.Y) 
#announced #device #exciting #Featured #label #LaVice #NewReleases #presenter #producer #Radio #René #ReneLaVice #revered #SPY #Trending 
https://t.co/IddLbo5ZCI https://t.co/hLjxbHDKI7", René  LaVice – Hollywood  feat . S.P.Y ,1236400035308261376,excitement,Sat Mar 07 21:15:14 +0000 2020
"Play Kiss918 &amp; SCR888 With https://t.co/B7QPy6Scg7 ? Like and share to claim your bonus here with https://t.co/EKkaEQFKgG !
#exciting #casino #slot #poker #scr888 #games #lpe88 #mega888 #918kiss #blackjack #kiss918 #xe88 #slots

Like to win more? https://t.co/F7MnkUAP0G",Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Like to win more ?,1236377505625489410,excitement,Sat Mar 07 19:45:42 +0000 2020
"...will feed the need for #speedthrills where we find it these days sincle #mlb is so slow?

a: legit triple, so #exciting of a play... https://t.co/EcDTJLzFJw","... will feed the need for  speedthrills where we find it these days sincle  mlb is so slow ? a : legit triple , so  exciting of a play ...",1236375073235206144,excitement,Sat Mar 07 19:36:02 +0000 2020
Tonight at 9 on Facebook! #business2020 #BusinessNews #NEWS #crowborough @CrowboroughRT @CrowboroughCabs @CrowboroughReTw #exciting https://t.co/BjqFw9Z2zR,Tonight at 9 on Facebook !,1236375037512421376,excitement,Sat Mar 07 19:35:54 +0000 2020
"I Get It, Strong Passwords Is Not an Exciting Topic, But, Neither is Being Hacked! https://t.co/c0aVKI7ibZ #Not #exciting #CyberAttack #hackers #CyberSecurity #MakeThemStrong #passwords #ITSecurity #technology #SaturdayThoughts #SaturdayMotivation #SaturdayMood #Innovation https://t.co/YwtGfsnEDT","I Get It , Strong Passwords Is Not an Exciting Topic , But , Neither is Being Hacked !",1236365693089710081,excitement,Sat Mar 07 18:58:46 +0000 2020
"@VDekoskie I try. 👍🏾
Hey you see the dude who wanted to keep Trumaine?🤮🤮🤮 
I’m trying to be patient but...
#exciting https://t.co/QWMKIqZ3dd",I try . 👍🏾 Hey you see the dude who wanted to keep Trumaine ? 🤮🤮🤮 I am trying to be patient but ...,1236345000369311752,excitement,Sat Mar 07 17:36:32 +0000 2020
"It is an #exciting weekend in #Michigan. We #VOTE on Tuesday, March 10th. The #bluewave comes crashing IN. #JoeBiden #PresidentBiden #EqualityAct #Soul https://t.co/a765A0mycM","It is an  exciting weekend in  Michigan . We  VOTE on Tuesday , March 10th . The  bluewave comes crashing IN .",1236344856819228672,excitement,Sat Mar 07 17:35:58 +0000 2020
#exciting We are so looking forward to this show! The rehearsals are sounding great. Tickets are now on sale from Mrs Archer in the School Office. https://t.co/jqXfrhVFbY, exciting We are so looking forward to this show ! The rehearsals are sounding great . Tickets are now on sale from Mrs Archer in the School Office .,1236330110384517120,excitement,Sat Mar 07 16:37:22 +0000 2020
"Play Online Casino Singapore &amp; Malaysia With https://t.co/B7QPy6Scg7 ? Like and share to claim your bonus here with https://t.co/EKkaEQFKgG !
#exciting #casino #slot #poker #scr888 #games #lpe88 #mega888 #918kiss #blackjack #kiss918 #xe88 #slots

It's absolutely bang-on! https://t.co/QNtN0oxbru",Play Online Casino Singapore  amp ; Malaysia With ? Like and share to claim your bonus here with ! it is absolutely bangon !,1236329787909685248,excitement,Sat Mar 07 16:36:05 +0000 2020
New Nelo Surfski launched. Exciting and very different design. #new #exciting #design #different #surfski #nelokayaks @ Nelo Kayaks https://t.co/UT9KxHbqme,New Nelo Surfski launched . Exciting and very different design .  new  exciting  design  different  surfski  nelokayaks  Nelo Kayaks,1236296629390577665,excitement,Sat Mar 07 14:24:20 +0000 2020
I put some snowdrops in the garden last spring and I think these tiny shoots might be them. #exciting https://t.co/EqHbNYWOU2,I put some snowdrops in the garden last spring and I think these tiny shoots might be them .,1236279746226356228,excitement,Sat Mar 07 13:17:15 +0000 2020
@CelebrityUK I’m looking forward to joining the Celebrity Apex in May #exciting,I am looking forward to joining the Celebrity Apex in May,1236249932333531136,excitement,Sat Mar 07 11:18:46 +0000 2020
Its here! Order our new SS20 Look Book NOW - https://t.co/IWWF82xP19 #SS20 #newcollection #exciting #justlaunched #New #colour #color https://t.co/uo4fmlQwnU,Its here ! Order our new SS20 Look Book NOW ,1236235157759234048,excitement,Sat Mar 07 10:20:04 +0000 2020
"Venturing out for the first time in 4 days, all to drop off a library book and get Foucault's Discipline and Punish. And maybe look at plates. #exciting","Venturing out for the first time in 4 days , all to drop off a library book and get Foucault s Discipline and Punish . And maybe look at plates .",1236234217119461376,excitement,Sat Mar 07 10:16:20 +0000 2020
"Today is the day, it’s wrestlememia 3 with @UBWUK1 at Stotfold! #wrestling #updates #exciting #memestowin #everythingfabulous","Today is the day , it is wrestlememia 3 with at Stotfold !",1236221563583770625,excitement,Sat Mar 07 09:26:03 +0000 2020
"NEW ROLE!!

We are looking for a #buyer to join our client based in the #southeast ... Click to find out more about this #exciting  opportunity ... https://t.co/liIHmxFtSk

#engineeringrecruitment #technicalrecruitment #cgconsultants https://t.co/nnEwOf7NF4",NEW ROLE ! ! We are looking for a  buyer to join our client based in the  southeast ... Click to find out more about this  exciting opportunity ...,1236221323816439813,excitement,Sat Mar 07 09:25:06 +0000 2020
"#workshop
#photographyworkshop #students #exciting #camera #manualmode #noauto #basicphotography #canon #portrait #blossyphotography #marchcambs #fenland @ March, Cambridgeshire https://t.co/dPcEMjCLPq"," photographyworkshop  students  exciting  camera  manualmode  noauto  basicphotography  canon  portrait  blossyphotography  marchcambs  fenland  March , Cambridgeshire",1236213004531912705,excitement,Sat Mar 07 08:52:02 +0000 2020
"Play Mega888 https://t.co/B7QPy6Scg7 ? Like and share to claim your bonus here with https://t.co/EKkaEQFKgG !
#exciting #casino #slot #poker #scr888 #games #lpe88 #mega888 #918kiss #blackjack #kiss918 #xe88 #slots

Check it out! https://t.co/dr3Zoz66mY",Play Mega888 ? Like and share to claim your bonus here with ! Check it out !,1236211664124547073,excitement,Sat Mar 07 08:46:43 +0000 2020
Come along and see what your community have planned for you! Bids from @RocWidnes @WidnesFoodbank @rev_lin_dawkin #HUB and so many more.  #exciting https://t.co/asKj29mmMP,Come along and see what your community have planned for you ! Bids from  HUB and so many more .,1236195534127456256,excitement,Sat Mar 07 07:42:37 +0000 2020
@SamsungMobileSA @SandtonCity Check out my #exciting photography https://t.co/au4vULnq26,Check out my  exciting photography,1236195288844570624,excitement,Sat Mar 07 07:41:38 +0000 2020
"Who will come out on top between #england &amp; #wales today?? Join us @lambhindon for another #exciting #6nations game, showing live at 1645pm.. have you booked your table?? #rugby #rivals #rivalry #competition… https://t.co/x00hlcmdzy","Who will come out on top between  england  amp ;  wales today ? ? Join us for another  exciting  6nations game , showing live at 1645pm.. have you booked your table ? ?  rugby  rivals  rivalry  competition…",1236192731824709632,excitement,Sat Mar 07 07:31:29 +0000 2020
"#exciting ! Looking forward to watch our legendary cricketers in action. #IndiaLegendsvsWILegends
#IndiaLegends @sachin_rt @ImZaheer @MohammadKaif @virendersehwag https://t.co/MsATWb6vfv", exciting ! Looking forward to watch our legendary cricketers in action .,1236188766018007042,excitement,Sat Mar 07 07:15:43 +0000 2020
Top rated pandemic adventure https://t.co/D8JEH671QB 🔥💯👌🏽☘️👽👽👽 #pandemic #covid #sars #exciting #lastman #Epic #amreading #highfun #CoronaVirusUpdates #ChinaVirusSesungguhnya #usacorona #UK2070 #ebooks #Paperback #madmike #topleague #TopRankedBB #corona #covid #virus,Top rated pandemic adventure 🔥💯👌🏽☘️👽👽👽,1236187831229452288,excitement,Sat Mar 07 07:12:00 +0000 2020
Good Morning #crafters. Sure to be a busy #exciting day but don’t forget we are always on hand for help and support @Hobbycraft_LTN and remember you can ask any questions on Twitter too #luton #dunstable,Good Morning  crafters . Sure to be a busy  exciting day but do not forget we are always on hand for help and support and remember you can ask any questions on Twitter too,1236178575520419840,excitement,Sat Mar 07 06:35:14 +0000 2020
😳😬 #Brier2020 #exciting Too bad NL didn’t clinch the 1v2 game. 😕 https://t.co/C2WyaoIBiI,😳😬  Brier2020  exciting Too bad NL did not clinch the 1v2 game . 😕,1236123829132496896,excitement,Sat Mar 07 02:57:41 +0000 2020
@CaptSandyYawn Yay!  I am so happy for @joaograntfranco!  Watching him on #belowdeckmed made me feel like a #proudmama #exciting https://t.co/fjwCJtWeGo,Yay ! I am so happy for ! Watching him on  belowdeckmed made me feel like a,1236083454531510272,excitement,Sat Mar 07 00:17:15 +0000 2020
"Play Mega888 https://t.co/B7QPy6Scg7 ? Like and share to claim your bonus here with https://t.co/EKkaEQFKgG !
#exciting #casino #slot #poker #scr888 #games #lpe88 #mega888 #918kiss #blackjack #kiss918 #xe88 #slots

A real pickup for you! https://t.co/Rq0euiyqBJ",Play Mega888 ? Like and share to claim your bonus here with ! A real pickup for you !,1236080451468615683,excitement,Sat Mar 07 00:05:19 +0000 2020
"TEARDROPS FALL
#Mustread 
Unlike most #shortstories that leave the reader without an ending, in this book each story comes to a #dramatic an unexpected resolution. It is not only fresh and #exciting but is composed of many of life’s lessons. #DarkToLight 
 https://t.co/5ZzPjdy8lS https://t.co/s4dOzsddQc","TEARDROPS FALL Unlike most  shortstories that leave the reader without an ending , in this book each story comes to a  dramatic an unexpected resolution . It is not only fresh and  exciting but is composed of many of life ’ s lessons .",1236078699692228608,excitement,Fri Mar 06 23:58:21 +0000 2020
"Take a few laps around #brandshatch in the #stormy #Rain . @AC_assettocorsa gets it right. I’m able to actually practice the wet line and be efficient ☺️. 
#Racing #NASCARINDY #scottmcclendonracing #GTopen #exciting #porsche https://t.co/Jva0Dpwptl",Take a few laps around  brandshatch in the  stormy  Rain . gets it right . I am able to actually practice the wet line and be efficient ☺️ .,1236076755196276736,excitement,Fri Mar 06 23:50:38 +0000 2020
I am in my #final phase of #data collection! this #journey has been so #exciting but I still need more #participants for 1-1 interviews https://t.co/L2gCNAPGzd,I am in my  final phase of  data collection ! this  journey has been so  exciting but I still need more  participants for 11 interviews,1236042371273560065,excitement,Fri Mar 06 21:34:00 +0000 2020
We are so proud to work with such talented chefs  and forward thinking restaurants 👌 Get down to @thefigtreeat36 to taste some stunning sustainable and ethical seafood. #farmedprawns #freshprawns #sustainable #ethicalseafood #ukfarmed #exciting #newproduct #plymouth #cheflife https://t.co/k3ZopAdkNF,We are so proud to work with such talented chefs and forward thinking restaurants 👌 Get down to to taste some stunning sustainable and ethical seafood .,1236034382772699136,excitement,Fri Mar 06 21:02:15 +0000 2020
RT @WCoBM: It's #nationalcareersweek! Our industry offers many #exciting #career &amp; #apprenticeship opportunities. Find out more in our #bui…,it is  nationalcareersweek ! Our industry offers many  exciting  career  amp ;  apprenticeship opportunities . Find out more in our  bui…,1236021905230098434,excitement,Fri Mar 06 20:12:41 +0000 2020
"Play Mega888 https://t.co/B7QPy6Scg7 ? Like and share to claim your bonus here with https://t.co/EKkaEQFKgG !
#exciting #casino #slot #poker #scr888 #games #lpe88 #mega888 #918kiss #blackjack #kiss918 #xe88 #slots

It's absolutely bang-on! https://t.co/d2KHTHvTNm",Play Mega888 ? Like and share to claim your bonus here with ! it is absolutely bangon !,1236019113677504513,excitement,Fri Mar 06 20:01:35 +0000 2020
"OMG!!! Yes!!! This made my day!!! @MelanieCmusic new single will be #WhoIAm and will be release on March 20!!!! AMAZING NEWS!!! 
😁😁😁 #exciting #melaniec #workinprogress",OMG ! ! ! Yes ! ! ! This made my day ! ! ! new single will be  WhoIAm and will be release on March 20 ! ! ! ! AMAZING NEWS ! ! ! 😁😁😁,1236013356554817537,excitement,Fri Mar 06 19:38:42 +0000 2020
@PlymPavilions patiently waiting to see @dickstrawbridge &amp; @angeladoree @ChateauHusson loving the set! It’s a full house 👍🏻 #exciting 😊,patiently waiting to see  amp ; loving the set ! it is a full house 👍🏻  exciting 😊,1236010070036578304,excitement,Fri Mar 06 19:25:39 +0000 2020
"""The world's a funny place. It resists change. It fights progress. So the only way to move things forward is to fight back."" What a great announcement!! Can't wait to meet him with @sheldon_spock1 &amp; @lovebites411!! #nealmcdonough #arrowverse #damiendarkh #captainamerica #exciting https://t.co/kYJoZ6zINE", The world s a funny place . It resists change . It fights progress . So the only way to move things forward is to fight back .  What a great announcement ! ! can not wait to meet him with  amp ; ! !,1236005798104293376,excitement,Fri Mar 06 19:08:40 +0000 2020
RT @MissA_IRIC: What on earth do we have planned at @IRIC_WC next week?? #exciting #cantwait https://t.co/WDimcmsbWc,What on earth do we have planned at next week ? ?,1235996553199771649,excitement,Fri Mar 06 18:31:56 +0000 2020
"Doing simple things correctly like having a single platform for all engineering content can bring a huge savings - $8m to $10m.
Quantifying this value and then demonstrating that PLM is delivering is the fun part @AshaConultants can help with. #PLM #value #benefits #exciting",Doing simple things correctly like having a single platform for all engineering content can bring a huge savings   8m to  10m . Quantifying this value and then demonstrating that PLM is delivering is the fun part can help with .,1235987790871040000,excitement,Fri Mar 06 17:57:07 +0000 2020
"I'm looking forward to see what's in store @flocboutique. Perhaps an homage to the '80's with neon? I do miss those green, pink and oranges! Will there be legwarmers? #exciting https://t.co/Dco3QhrUhb","I am looking forward to see what is in store . Perhaps an homage to the 80 s with neon ? I do miss those green , pink and oranges ! Will there be legwarmers ?",1235982970516725760,excitement,Fri Mar 06 17:37:58 +0000 2020
This is our first draft of our three year plan. We’ll keep you up to date about how it’s develops and how you can help us. #exciting https://t.co/0LvS8kav4C,This is our first draft of our three year plan . we will keep you up to date about how it is develops and how you can help us .,1235982940171104256,excitement,Fri Mar 06 17:37:51 +0000 2020
"Play Kiss918 &amp; SCR888 With https://t.co/B7QPy6Scg7 ? Like and share to claim your bonus here with https://t.co/EKkaEQFKgG !
#exciting #casino #slot #poker #scr888 #games #lpe88 #mega888 #918kiss #blackjack #kiss918 #xe88 #slots

Just look, that`s outstanding! https://t.co/n1WolW6iJo","Play Kiss918  amp ; SCR888 With ? Like and share to claim your bonus here with ! Just look , that  s outstanding !",1235975239521140736,excitement,Fri Mar 06 17:07:15 +0000 2020
"Exciting news on this beautiful Friday morning.The Jasper County School District is officially opening up the Cyber Security Lab at Ridgeland Hardeeville High School:JCSD.
#Friday #GoodNews #Congratulations #exciting https://t.co/jYf5v7WNFe",Exciting news on this beautiful Friday morning.The Jasper County School District is officially opening up the Cyber Security Lab at Ridgeland Hardeeville High School : JCSD .,1235968385655205890,excitement,Fri Mar 06 16:40:00 +0000 2020
Our exciting new playground equipment was being installed this week. Even the rain yesterday didn’t stop work! Well done to the Playcubed workers. 👍🏻 #SPSValues #perseverance #exciting #playoutdoors https://t.co/IUUpOqcOwe,Our exciting new playground equipment was being installed this week . Even the rain yesterday did not stop work ! Well done to the Playcubed workers . 👍🏻,1235965249054011394,excitement,Fri Mar 06 16:27:33 +0000 2020
#cruftsscreen Waiting for the Flyball #exciting, cruftsscreen Waiting for the Flyball,1235957839916601347,excitement,Fri Mar 06 15:58:06 +0000 2020
In the recording studio. Working on something for you guys! Coming soon! #produce #production #productivity #recordingstudio #inthestudio #workinprogress #lovingwork #exciting #finetuning https://t.co/F6kxoBZSKN,In the recording studio . Working on something for you guys ! Coming soon !,1235956325441581057,excitement,Fri Mar 06 15:52:05 +0000 2020
Just been for a costume fitting 😁 #exciting #samodiva #Samodiva,Just been for a costume fitting 😁,1235952640086900738,excitement,Fri Mar 06 15:37:26 +0000 2020
just want my baby to come out already #feelinganxious #exciting,just want my baby to come out already,1235945216256901120,excitement,Fri Mar 06 15:07:56 +0000 2020
"Check out our cheeky new training aid for the bars!! Our gymnasts will be flying now....

#equipment #training #exciting #trainingaid #gymnastics https://t.co/nceeQxdW4m",Check out our cheeky new training aid for the bars ! ! Our gymnasts will be flying now ... .,1235944236916371457,excitement,Fri Mar 06 15:04:03 +0000 2020
"@OKEx The answer is no.1 2 3

1. Buy Crypto with Fiat &amp; Get Free Bitcoin
2. New Token Listing 
3. New Ecosystem Partner 

@Baybi_Sweets 
@RMG_Crypto 
@sherwin_lee 

#OKEx #Something #exciting #launching",The answer is no.1 2 3 1 . Buy Crypto with Fiat  amp ; Get Free Bitcoin 2 . New Token Listing 3 . New Ecosystem Partner,1235942727629463554,excitement,Fri Mar 06 14:58:03 +0000 2020
"@Alex072001 Yes, erm, a tad difficult because... erm... racist? I mean, did it ever happen? Has it been verified? By the way, Meghan's dress was lovely last night! #exciting x","Yes , erm , a tad difficult because ... erm ... racist ? I mean , did it ever happen ? Has it been verified ? By the way , Meghan s dress was lovely last night !  exciting x",1235939011392401414,excitement,Fri Mar 06 14:43:17 +0000 2020
"A Delicious way to start your day!
Shop now at https://t.co/O5EkBVzDjr or visit your nearest #farms2fresh store.

#Healthy #Breakfast #Delicious #YourDay #Housefull #Glowing #generation #Health #offers #shop #grocery #supermarket #exciting #market #online #vegetables https://t.co/y2LEQUopuE",A Delicious way to start your day ! Shop now at or visit your nearest  farms2fresh store .,1235934070745354240,excitement,Fri Mar 06 14:23:39 +0000 2020
i was in #dearborn #mi for #work.  i was at this #mom and #pop #joint.  I had to have the #babaghanoush.  first because it was #exciting to say it out loud for the first time in my life.  and it was #delicious.  i have not had a #babaghanoush like that #since. #bernie2020. https://t.co/VtI0xdSl6y,i was in  dearborn  mi for  work . i was at this  mom and  pop  joint . I had to have the  babaghanoush . first because it was  exciting to say it out loud for the first time in my life . and it was  delicious . i have not had a  babaghanoush like that  since .  bernie2020 .,1235921480518524935,excitement,Fri Mar 06 13:33:37 +0000 2020
RT @sgsenglish: Year 7 have the first basketball match today against Glenthorne!  #exciting https://t.co/pcujUDn3w9,Year 7 have the first basketball match today against Glenthorne !,1235917134099877890,excitement,Fri Mar 06 13:16:21 +0000 2020
Watch this space... 😁😜🦌#alexbyronbaby #exciting #comingsoon https://t.co/21IpQ0ZsfD,Watch this space ... 😁😜🦌,1235911740690489344,excitement,Fri Mar 06 12:54:55 +0000 2020
The gap between Greyhound Racing in the UK &amp; Australia potentially became a little smaller today. BIG news in the offing with plenty of opportunities for owners and breeders on both sides of the world. More to follow in due course. 🇬🇧🇦🇺 #exciting,The gap between Greyhound Racing in the UK  amp ; Australia potentially became a little smaller today . BIG news in the offing with plenty of opportunities for owners and breeders on both sides of the world . More to follow in due course . 🇬🇧🇦🇺,1235910716718297088,excitement,Fri Mar 06 12:50:51 +0000 2020
Very much looking forward to joining West Sussex CC on Monday as Interim Director of HR and Organisational Change. #exciting and #challenging. @WSCCNews,Very much looking forward to joining West Sussex CC on Monday as Interim Director of HR and Organisational Change .  exciting and  challenging .,1235907588446961664,excitement,Fri Mar 06 12:38:25 +0000 2020
RT @stuwhyte: At the ⁦@MCV_DEVELOP⁩ awards with the ⁦@LondonStudioHQ⁩ crew! We’re nommed for three awards #exciting #BloodandTruth https://…,At the ⁦⁩ awards with the ⁦⁩ crew ! we are nommed for three awards,1235903534467596289,excitement,Fri Mar 06 12:22:19 +0000 2020
This is so #exciting #netballfamily working as one https://t.co/QvZoTgg2F3,This is so  exciting  netballfamily working as one,1235901541699252224,excitement,Fri Mar 06 12:14:24 +0000 2020
"Looking forward to meeting up with the one and only @KristjanByfield today, always a pleasure and especially this time as I get to see @The_Depositary up close and personal. #exciting","Looking forward to meeting up with the one and only today , always a pleasure and especially this time as I get to see up close and personal .",1235897425514151936,excitement,Fri Mar 06 11:58:02 +0000 2020
Had my first lesson of Japanese tonight. Trying to get some of the lingo down before my trip in sept. #exciting #Japanese,Had my first lesson of Japanese tonight . Trying to get some of the lingo down before my trip in sept .,1235893509674033152,excitement,Fri Mar 06 11:42:29 +0000 2020
"I also have more picturesque imagery like photos like my pics from L'anse, Lund, and Eagle River. #KzooCowboy #photography #exciting #adventures

https://t.co/5Cvqqcadoq

https://t.co/pCqbE6QTWk

https://t.co/eQ3WqrHAtO","I also have more picturesque imagery like photos like my pics from Lanse , Lund , and Eagle River .",1235891343592996866,excitement,Fri Mar 06 11:33:52 +0000 2020
"@Pokket BTW, don't forget to check out my #exciting photography!

https://t.co/4WuCRBV5sb","BTW , do not forget to check out my  exciting photography !",1235888722077462529,excitement,Fri Mar 06 11:23:27 +0000 2020
"The shortlisted #LBOY2020 books will be revealed on Tuesday!
We are always delighted to be part of this book award chosen by young people from schools across the county!
#exciting
#LancashireBookOfTheYear
#YA",The shortlisted  LBOY2020 books will be revealed on Tuesday ! We are always delighted to be part of this book award chosen by young people from schools across the county !,1235887771593605121,excitement,Fri Mar 06 11:19:41 +0000 2020
Managed to get @genesis_band tickets &amp; off to see @RayWilson_20 this weekend in Poland #GenesisFan #exciting,Managed to get tickets  amp ; off to see this weekend in Poland,1235874617312661504,excitement,Fri Mar 06 10:27:24 +0000 2020
